Column1,id,geometry,x,y,,,,Typ budovy,,,,Pocet-bytov
5082,20522,POINT (21.246438 48.7507561),21.246438,48.7507561,,,,Rodinny dom,,,,1
5083,20524,POINT (21.2464683 48.7508129),21.2464683,48.7508129,,,,Rodinny dom,,,,1
5084,20525,POINT (21.2460666 48.7508695),21.2460666,48.7508695,,,,Rodinny dom,,,,1
5085,20915,POINT (21.2838486 48.7347073),21.2838486,48.7347073,,,,Bytovy dom,,,,21
5086,20890,POINT (21.2787815 48.7408498),21.2787815,48.7408498,,,,Bytovy dom,,,,13
5087,20892,POINT (21.2789051 48.7409948),21.2789051,48.7409948,,,,Bytovy dom,,,,13
5088,20893,POINT (21.2786153 48.7405307),21.2786153,48.7405307,,,,Bytovy dom,,,,13
5089,20896,POINT (21.2786742 48.7406778),21.2786742,48.7406778,,,,Bytovy dom,,,,13
5090,20900,POINT (21.2786153 48.7403421),21.2786153,48.7403421,,,,Bytovy dom,,,,12
5091,20901,POINT (21.2786412 48.7401788),21.2786412,48.7401788,,,,Bytovy dom,,,,12
5092,20902,POINT (21.2786931 48.7398524),21.2786931,48.7398524,,,,Bytovy dom,,,,14
5093,20905,POINT (21.2786672 48.7400156),21.2786672,48.7400156,,,,Bytovy dom,,,,14
5094,20913,POINT (21.2837222 48.7345654),21.2837222,48.7345654,,,,Bytovy dom,,,,21
5095,20918,POINT (21.2835958 48.7344234),21.2835958,48.7344234,,,,Bytovy dom,,,,25
5096,20938,POINT (21.2837249 48.732401),21.2837249,48.732401,,,,Bytovy dom,,,,15
5097,20919,POINT (21.2834694 48.7342815),21.2834694,48.7342815,,,,Bytovy dom,,,,25
5098,20923,POINT (21.283343 48.7341396),21.283343,48.7341396,,,,Bytovy dom,,,,26
5099,20924,POINT (21.2832166 48.7339976),21.2832166,48.7339976,,,,Bytovy dom,,,,26
5100,20925,POINT (21.2831224 48.7338149),21.2831224,48.7338149,,,,Bytovy dom,,,,30
5101,20926,POINT (21.2830982 48.7336641),21.2830982,48.7336641,,,,Bytovy dom,,,,30
5102,20928,POINT (21.2832965 48.7331639),21.2832965,48.7331639,,,,Bytovy dom,,,,17
5103,20929,POINT (21.2833822 48.7330113),21.2833822,48.7330113,,,,Bytovy dom,,,,17
5104,20931,POINT (21.2835535 48.7327062),21.2835535,48.7327062,,,,Bytovy dom,,,,31
5105,20933,POINT (21.2834679 48.7328587),21.2834679,48.7328587,,,,Bytovy dom,,,,31
5106,20883,POINT (21.2799567 48.7411069),21.2799567,48.7411069,,,,Bytovy dom,,,,24
5107,20882,POINT (21.2799835 48.7409439),21.2799835,48.7409439,,,,Bytovy dom,,,,24
5108,20879,POINT (21.2800103 48.740781),21.2800103,48.740781,,,,Bytovy dom,,,,11
5109,20876,POINT (21.2800371 48.740618),21.2800371,48.740618,,,,Bytovy dom,,,,11
5110,20835,POINT (21.2800572 48.7362337),21.2800572,48.7362337,,,,Bytovy dom,,,,21
5111,20838,POINT (21.2802544 48.7362882),21.2802544,48.7362882,,,,Bytovy dom,,,,21
5112,20839,POINT (21.27986 48.7361792),21.27986,48.7361792,,,,Bytovy dom,,,,21
5113,20845,POINT (21.2789602 48.7367995),21.2789602,48.7367995,,,,Bytovy dom,,,,23
5114,20846,POINT (21.2788818 48.7369313),21.2788818,48.7369313,,,,Bytovy dom,,,,23
5115,20847,POINT (21.2787522 48.7370739),21.2787522,48.7370739,,,,Bytovy dom,,,,15
5116,20848,POINT (21.2786738 48.7372004),21.2786738,48.7372004,,,,Bytovy dom,,,,15
5117,20852,POINT (21.2786144 48.737391),21.2786144,48.737391,,,,Bytovy dom,,,,22
5118,20853,POINT (21.2786171 48.7375246),21.2786171,48.7375246,,,,Bytovy dom,,,,22
5119,20856,POINT (21.2787035 48.7377082),21.2787035,48.7377082,,,,Bytovy dom,,,,11
5120,20857,POINT (21.2788818 48.7378739),21.2788818,48.7378739,,,,Bytovy dom,,,,11
5121,20859,POINT (21.2791138 48.7379917),21.2791138,48.7379917,,,,Bytovy dom,,,,14
5122,20861,POINT (21.2793161 48.7380481),21.2793161,48.7380481,,,,Bytovy dom,,,,14
5123,20862,POINT (21.2801253 48.7382739),21.2801253,48.7382739,,,,Bytovy dom,,,,11
5124,20863,POINT (21.279923 48.7382175),21.279923,48.7382175,,,,Bytovy dom,,,,11
5125,20868,POINT (21.2800147 48.7400176),21.2800147,48.7400176,,,,Bytovy dom,,,,15
5126,20869,POINT (21.2798579 48.73989),21.2798579,48.73989,,,,Bytovy dom,,,,15
5127,20872,POINT (21.2800639 48.740455),21.2800639,48.740455,,,,Bytovy dom,,,,24
5128,20875,POINT (21.2800907 48.7402921),21.2800907,48.7402921,,,,Bytovy dom,,,,24
5129,20937,POINT (21.2836392 48.7325536),21.2836392,48.7325536,,,,Bytovy dom,,,,15
5130,20943,POINT (21.2872391 48.7321271),21.2872391,48.7321271,,,,Bytovy dom,,,,18
5131,20830,POINT (21.2806488 48.7363973),21.2806488,48.7363973,,,,Bytovy dom,,,,14
5132,21025,POINT (21.2813369 48.7319097),21.2813369,48.7319097,,,,Bytovy dom,,,,15
5133,21008,POINT (21.2801083 48.7307464),21.2801083,48.7307464,,,,Bytovy dom,,,,20
5134,21011,POINT (21.2801451 48.730605),21.2801451,48.730605,,,,Bytovy dom,,,,20
5135,21012,POINT (21.2801003 48.7309195),21.2801003,48.7309195,,,,Bytovy dom,,,,21
5136,21013,POINT (21.2801264 48.731057),21.2801264,48.731057,,,,Bytovy dom,,,,21
5137,21016,POINT (21.2802746 48.7313463),21.2802746,48.7313463,,,,Bytovy dom,,,,12
5138,21018,POINT (21.2805591 48.7315961),21.2805591,48.7315961,,,,Bytovy dom,,,,21
5139,21020,POINT (21.2804129 48.7314864),21.2804129,48.7314864,,,,Bytovy dom,,,,21
5140,21022,POINT (21.2807674 48.7316991),21.2807674,48.7316991,,,,Bytovy dom,,,,18
5141,21023,POINT (21.2809573 48.7317693),21.2809573,48.7317693,,,,Bytovy dom,,,,18
5142,21027,POINT (21.2811471 48.7318395),21.2811471,48.7318395,,,,Bytovy dom,,,,15
5143,20944,POINT (21.2870294 48.7321658),21.2870294,48.7321658,,,,Bytovy dom,,,,18
5144,21030,POINT (21.2872844 48.7336399),21.2872844,48.7336399,,,,Bytovy dom,,,,19
5145,21033,POINT (21.2875276 48.7336589),21.2875276,48.7336589,,,,Bytovy dom,,,,19
5146,21034,POINT (21.2880141 48.7336969),21.2880141,48.7336969,,,,Bytovy dom,,,,13
5147,21036,POINT (21.2877709 48.7336779),21.2877709,48.7336779,,,,Bytovy dom,,,,13
5148,21047,POINT (21.2885007 48.733735),21.2885007,48.733735,,,,Bytovy dom,,,,21
5149,21048,POINT (21.2888573 48.7336909),21.2888573,48.7336909,,,,Bytovy dom,,,,31
5150,21050,POINT (21.2890967 48.7336228),21.2890967,48.7336228,,,,Bytovy dom,,,,31
5151,21061,POINT (21.2912784 48.7337096),21.2912784,48.7337096,,,,Bytovy dom,,,,28
5152,21062,POINT (21.2910415 48.7336771),21.2910415,48.7336771,,,,Bytovy dom,,,,28
5153,21006,POINT (21.2802185 48.7303223),21.2802185,48.7303223,,,,Bytovy dom,,,,13
5154,21005,POINT (21.2801818 48.7304637),21.2801818,48.7304637,,,,Bytovy dom,,,,13
5155,20986,POINT (21.2825248 48.7312063),21.2825248,48.7312063,,,,Bytovy dom,,,,14
5156,20985,POINT (21.2823647 48.7312422),21.2823647,48.7312422,,,,Bytovy dom,,,,14
5157,20947,POINT (21.2876584 48.7320496),21.2876584,48.7320496,,,,Bytovy dom,,,,17
5158,20948,POINT (21.2874488 48.7320883),21.2874488,48.7320883,,,,Bytovy dom,,,,17
5159,20951,POINT (21.286783 48.7321896),21.286783,48.7321896,,,,Bytovy dom,,,,12
5160,20952,POINT (21.2865666 48.7322002),21.2865666,48.7322002,,,,Bytovy dom,,,,12
5161,20955,POINT (21.285668 48.7320867),21.285668,48.7320867,,,,Bytovy dom,,,,7
5162,20957,POINT (21.2858795 48.7321394),21.2858795,48.7321394,,,,Bytovy dom,,,,7
5163,20959,POINT (21.2852451 48.7319813),21.2852451,48.7319813,,,,Bytovy dom,,,,20
5164,20960,POINT (21.2854566 48.732034),21.2854566,48.732034,,,,Bytovy dom,,,,20
5165,20964,POINT (21.2843993 48.7317705),21.2843993,48.7317705,,,,Bytovy dom,,,,20
5166,20966,POINT (21.2846107 48.7318232),21.2846107,48.7318232,,,,Bytovy dom,,,,20
5167,20968,POINT (21.2839763 48.731665),21.2839763,48.731665,,,,Bytovy dom,,,,18
5168,20969,POINT (21.2841878 48.7317177),21.2841878,48.7317177,,,,Bytovy dom,,,,18
5169,20974,POINT (21.2841775 48.7311716),21.2841775,48.7311716,,,,Bytovy dom,,,,22
5170,20975,POINT (21.283901 48.7311726),21.283901,48.7311726,,,,Bytovy dom,,,,22
5171,20978,POINT (21.2836246 48.7311736),21.2836246,48.7311736,,,,Bytovy dom,,,,22
5172,20979,POINT (21.2833481 48.7311745),21.2833481,48.7311745,,,,Bytovy dom,,,,22
5173,20980,POINT (21.2827952 48.7311765),21.2827952,48.7311765,,,,Bytovy dom,,,,13
5174,20983,POINT (21.2830717 48.7311755),21.2830717,48.7311755,,,,Bytovy dom,,,,13
5175,20833,POINT (21.2804516 48.7363427),21.2804516,48.7363427,,,,Bytovy dom,,,,14
5176,20828,POINT (21.2810724 48.7368163),21.2810724,48.7368163,,,,Bytovy dom,,,,11
5177,20526,POINT (21.2461113 48.7509174),21.2461113,48.7509174,,,,Rodinny dom,,,,1
5178,20685,POINT (21.2798866 48.7455663),21.2798866,48.7455663,,,,Bytovy dom,,,,18
5179,20620,POINT (21.2300701 48.7316091),21.2300701,48.7316091,,,,Rodinny dom,,,,1
5180,20625,POINT (21.2406666 48.7459926),21.2406666,48.7459926,,,,Rodinny dom,,,,1
5181,20660,POINT (21.2880373 48.7303707),21.2880373,48.7303707,,,,Rodinny dom,,,,1
5182,20662,POINT (21.2874065 48.7302162),21.2874065,48.7302162,,,,Rodinny dom,,,,1
5183,20664,POINT (21.2873763 48.7300801),21.2873763,48.7300801,,,,Rodinny dom,,,,1
5184,20665,POINT (21.2871473 48.7301383),21.2871473,48.7301383,,,,Rodinny dom,,,,1
5185,20668,POINT (21.2869054 48.7300661),21.2869054,48.7300661,,,,Rodinny dom,,,,1
5186,20670,POINT (21.2867824 48.7299976),21.2867824,48.7299976,,,,Rodinny dom,,,,1
5187,20673,POINT (21.2832876 48.7288224),21.2832876,48.7288224,,,,Rodinny dom,,,,1
5188,20687,POINT (21.2802062 48.7456736),21.2802062,48.7456736,,,,Bytovy dom,,,,13
5189,20710,POINT (21.2911189 48.7274973),21.2911189,48.7274973,,,,Bytovy dom,,,,24
5190,20689,POINT (21.2788563 48.7451863),21.2788563,48.7451863,,,,Bytovy dom,,,,10
5191,20692,POINT (21.2793624 48.7453799),21.2793624,48.7453799,,,,Bytovy dom,,,,5
5192,20693,POINT (21.2780666 48.7458913),21.2780666,48.7458913,,,,Bytovy dom,,,,44
5193,20694,POINT (21.2779996 48.7455588),21.2779996,48.7455588,,,,Bytovy dom,,,,44
5194,20695,POINT (21.2897689 48.72847),21.2897689,48.72847,,,,Bytovy dom,,,,15
5195,20697,POINT (21.2899971 48.7283929),21.2899971,48.7283929,,,,Bytovy dom,,,,15
5196,20701,POINT (21.2895408 48.7285471),21.2895408,48.7285471,,,,Bytovy dom,,,,15
5197,20704,POINT (21.291012 48.7276441),21.291012,48.7276441,,,,Bytovy dom,,,,20
5198,20706,POINT (21.2907316 48.7279334),21.2907316,48.7279334,,,,Bytovy dom,,,,20
5199,20619,POINT (21.2361839 48.7313049),21.2361839,48.7313049,,,,Rodinny dom,,,,1
5200,20595,POINT (21.2454343 48.7505087),21.2454343,48.7505087,,,,Rodinny dom,,,,1
5201,20593,POINT (21.2453699 48.750445),21.2453699,48.750445,,,,Rodinny dom,,,,1
5202,20592,POINT (21.2452302 48.7501831),21.2452302,48.7501831,,,,Rodinny dom,,,,1
5203,20529,POINT (21.246183 48.7510193),21.246183,48.7510193,,,,Rodinny dom,,,,1
5204,20533,POINT (21.2454489 48.7498115),21.2454489,48.7498115,,,,Rodinny dom,,,,1
5205,20535,POINT (21.2454267 48.7496369),21.2454267,48.7496369,,,,Rodinny dom,,,,1
5206,20537,POINT (21.2453738 48.7495924),21.2453738,48.7495924,,,,Rodinny dom,,,,1
5207,20540,POINT (21.2454333 48.7492971),21.2454333,48.7492971,,,,Rodinny dom,,,,1
5208,20541,POINT (21.2453675 48.749237),21.2453675,48.749237,,,,Rodinny dom,,,,1
5209,20544,POINT (21.2454275 48.7490379),21.2454275,48.7490379,,,,Rodinny dom,,,,1
5210,20546,POINT (21.2453591 48.7489801),21.2453591,48.7489801,,,,Rodinny dom,,,,1
5211,20548,POINT (21.2453679 48.7487292),21.2453679,48.7487292,,,,Rodinny dom,,,,1
5212,20550,POINT (21.2454158 48.7485249),21.2454158,48.7485249,,,,Rodinny dom,,,,1
5213,20565,POINT (21.2448418 48.7468298),21.2448418,48.7468298,,,,Bytovy dom,,,,10
5214,20567,POINT (21.2450032 48.7471354),21.2450032,48.7471354,,,,Bytovy dom,,,,10
5215,20579,POINT (21.2449408 48.7489949),21.2449408,48.7489949,,,,Rodinny dom,,,,1
5216,20581,POINT (21.2449837 48.7490515),21.2449837,48.7490515,,,,Rodinny dom,,,,1
5217,20583,POINT (21.2449331 48.7492544),21.2449331,48.7492544,,,,Rodinny dom,,,,1
5218,20584,POINT (21.2449806 48.7492953),21.2449806,48.7492953,,,,Rodinny dom,,,,1
5219,20587,POINT (21.2449066 48.7494959),21.2449066,48.7494959,,,,Rodinny dom,,,,1
5220,20588,POINT (21.245008 48.7497362),21.245008,48.7497362,,,,Rodinny dom,,,,1
5221,20590,POINT (21.2451037 48.7499389),21.2451037,48.7499389,,,,Rodinny dom,,,,1
5222,20707,POINT (21.2908718 48.7277887),21.2908718,48.7277887,,,,Bytovy dom,,,,20
5223,20712,POINT (21.2912591 48.7271743),21.2912591,48.7271743,,,,Bytovy dom,,,,24
5224,20827,POINT (21.2810665 48.7369604),21.2810665,48.7369604,,,,Bytovy dom,,,,11
5225,20793,POINT (21.2863148 48.7279328),21.2863148,48.7279328,,,,Bytovy dom,,,,28
5226,20761,POINT (21.2862012 48.7288793),21.2862012,48.7288793,,,,Bytovy dom,,,,11
5227,20765,POINT (21.2867744 48.7291224),21.2867744,48.7291224,,,,Bytovy dom,,,,11
5228,20766,POINT (21.2865833 48.7290414),21.2865833,48.7290414,,,,Bytovy dom,,,,11
5229,20768,POINT (21.2871718 48.7292743),21.2871718,48.7292743,,,,Bytovy dom,,,,6
5230,20769,POINT (21.2869807 48.7291933),21.2869807,48.7291933,,,,Bytovy dom,,,,6
5231,20775,POINT (21.287936 48.7295983),21.287936,48.7295983,,,,Bytovy dom,,,,11
5232,20778,POINT (21.2857991 48.7279225),21.2857991,48.7279225,,,,Bytovy dom,,,,18
5233,20779,POINT (21.2860569 48.7279276),21.2860569,48.7279276,,,,Bytovy dom,,,,18
5234,20792,POINT (21.2865725 48.7279391),21.2865725,48.7279391,,,,Bytovy dom,,,,28
5235,20796,POINT (21.2870745 48.7280105),21.2870745,48.7280105,,,,Bytovy dom,,,,18
5236,20713,POINT (21.291189 48.7273358),21.291189,48.7273358,,,,Bytovy dom,,,,24
5237,20797,POINT (21.2868282 48.7279601),21.2868282,48.7279601,,,,Bytovy dom,,,,18
5238,20799,POINT (21.2873111 48.7280779),21.2873111,48.7280779,,,,Bytovy dom,,,,26
5239,20801,POINT (21.2879155 48.7283904),21.2879155,48.7283904,,,,Bytovy dom,,,,17
5240,20804,POINT (21.2877428 48.728264),21.2877428,48.728264,,,,Bytovy dom,,,,17
5241,20807,POINT (21.2880881 48.7285168),21.2880881,48.7285168,,,,Bytovy dom,,,,30
5242,20808,POINT (21.2882608 48.7286432),21.2882608,48.7286432,,,,Bytovy dom,,,,30
5243,20820,POINT (21.2810112 48.7374373),21.2810112,48.7374373,,,,Bytovy dom,,,,18
5244,20823,POINT (21.2810724 48.7372525),21.2810724,48.7372525,,,,Bytovy dom,,,,22
5245,20824,POINT (21.2810724 48.7371071),21.2810724,48.7371071,,,,Bytovy dom,,,,22
5246,20760,POINT (21.2863923 48.7289604),21.2863923,48.7289604,,,,Bytovy dom,,,,11
5247,20759,POINT (21.2860255 48.7287882),21.2860255,48.7287882,,,,Bytovy dom,,,,8
5248,20758,POINT (21.2858345 48.7287072),21.2858345,48.7287072,,,,Bytovy dom,,,,8
5249,20755,POINT (21.2856577 48.7286054),21.2856577,48.7286054,,,,Bytovy dom,,,,8
5250,20717,POINT (21.2453391 48.7217935),21.2453391,48.7217935,,,,Rodinny dom,,,,1
5251,20719,POINT (21.2886827 48.7267631),21.2886827,48.7267631,,,,Bytovy dom,,,,22
5252,20720,POINT (21.2889275 48.726771),21.2889275,48.726771,,,,Bytovy dom,,,,22
5253,20724,POINT (21.288426 48.7267475),21.288426,48.7267475,,,,Bytovy dom,,,,26
5254,20726,POINT (21.2881852 48.7267371),21.2881852,48.7267371,,,,Bytovy dom,,,,26
5255,20728,POINT (21.2874152 48.7267553),21.2874152,48.7267553,,,,Bytovy dom,,,,22
5256,20730,POINT (21.2871861 48.7268244),21.2871861,48.7268244,,,,Bytovy dom,,,,22
5257,20731,POINT (21.2869848 48.7269481),21.2869848,48.7269481,,,,Bytovy dom,,,,16
5258,20734,POINT (21.2868446 48.7270822),21.2868446,48.7270822,,,,Bytovy dom,,,,16
5259,20735,POINT (21.286736 48.72743),21.286736,48.72743,,,,Bytovy dom,,,,16
5260,20736,POINT (21.2867439 48.7272685),21.2867439,48.7272685,,,,Bytovy dom,,,,16
5261,20739,POINT (21.2857859 48.7273676),21.2857859,48.7273676,,,,Bytovy dom,,,,10
5262,20742,POINT (21.2855331 48.727314),21.2855331,48.727314,,,,Bytovy dom,,,,10
5263,20743,POINT (21.2852686 48.7272979),21.2852686,48.7272979,,,,Bytovy dom,,,,12
5264,20746,POINT (21.2850096 48.7273366),21.2850096,48.7273366,,,,Bytovy dom,,,,12
5265,20748,POINT (21.2844277 48.7276778),21.2844277,48.7276778,,,,Bytovy dom,,,,20
5266,20749,POINT (21.2843435 48.7278444),21.2843435,48.7278444,,,,Bytovy dom,,,,20
5267,20752,POINT (21.2850526 48.7279699),21.2850526,48.7279699,,,,Bytovy dom,,,,10
5268,20754,POINT (21.2851581 48.7281082),21.2851581,48.7281082,,,,Bytovy dom,,,,10
5269,21984,POINT (21.2721147 48.6790021),21.2721147,48.6790021,,,,Rodinny dom,,,,1
5270,21990,POINT (21.2721437 48.6788711),21.2721437,48.6788711,,,,Rodinny dom,,,,1
5271,24471,POINT (21.2563129 48.7592437),21.2563129,48.7592437,,,,Rodinny dom,,,,1
5272,23532,POINT (21.207868 48.7072964),21.207868,48.7072964,,,,Rodinny dom,,,,1
5273,23510,POINT (21.2062341 48.7082316),21.2062341,48.7082316,,,,Rodinny dom,,,,1
5274,23513,POINT (21.2072218 48.7088359),21.2072218,48.7088359,,,,Rodinny dom,,,,1
5275,23515,POINT (21.2064085 48.7080654),21.2064085,48.7080654,,,,Rodinny dom,,,,1
5276,23517,POINT (21.2066137 48.70793),21.2066137,48.70793,,,,Rodinny dom,,,,1
5277,23521,POINT (21.2079247 48.7084815),21.2079247,48.7084815,,,,Rodinny dom,,,,1
5278,23522,POINT (21.2073304 48.7075749),21.2073304,48.7075749,,,,Rodinny dom,,,,1
5279,23524,POINT (21.2074245 48.7075358),21.2074245,48.7075358,,,,Rodinny dom,,,,1
5280,23526,POINT (21.2075135 48.7074301),21.2075135,48.7074301,,,,Rodinny dom,,,,1
5281,23531,POINT (21.2077724 48.707328),21.2077724,48.707328,,,,Rodinny dom,,,,1
5282,23535,POINT (21.2079682 48.707237),21.2079682,48.707237,,,,Rodinny dom,,,,1
5283,23503,POINT (21.2059917 48.7083909),21.2059917,48.7083909,,,,Rodinny dom,,,,1
5284,23537,POINT (21.2093844 48.7077536),21.2093844,48.7077536,,,,Rodinny dom,,,,1
5285,23539,POINT (21.2095978 48.7076485),21.2095978,48.7076485,,,,Rodinny dom,,,,1
5286,23541,POINT (21.2089096 48.706933),21.2089096,48.706933,,,,Rodinny dom,,,,1
5287,23543,POINT (21.2090381 48.706762),21.2090381,48.706762,,,,Rodinny dom,,,,1
5288,23545,POINT (21.2100508 48.7073906),21.2100508,48.7073906,,,,Rodinny dom,,,,1
5289,23546,POINT (21.2091417 48.7066809),21.2091417,48.7066809,,,,Rodinny dom,,,,1
5290,23550,POINT (21.2096266 48.7065295),21.2096266,48.7065295,,,,Rodinny dom,,,,1
5291,23552,POINT (21.2097367 48.7066231),21.2097367,48.7066231,,,,Rodinny dom,,,,1
5292,23554,POINT (21.2099492 48.7064457),21.2099492,48.7064457,,,,Rodinny dom,,,,1
5293,23509,POINT (21.2060696 48.7083385),21.2060696,48.7083385,,,,Rodinny dom,,,,1
5294,23502,POINT (21.2058839 48.7085053),21.2058839,48.7085053,,,,Rodinny dom,,,,1
5295,23665,POINT (21.2175215 48.7041707),21.2175215,48.7041707,,,,Rodinny dom,,,,1
5296,23458,POINT (21.2049339 48.7131129),21.2049339,48.7131129,,,,Rodinny dom,,,,1
5297,23428,POINT (21.2035588 48.7127509),21.2035588,48.7127509,,,,Rodinny dom,,,,1
5298,23429,POINT (21.2041958 48.712984),21.2041958,48.712984,,,,Rodinny dom,,,,1
5299,23433,POINT (21.2041953 48.7131784),21.2041953,48.7131784,,,,Rodinny dom,,,,1
5300,23438,POINT (21.2045335 48.7142968),21.2045335,48.7142968,,,,Rodinny dom,,,,1
5301,23440,POINT (21.2045076 48.7146863),21.2045076,48.7146863,,,,Rodinny dom,,,,1
5302,23444,POINT (21.2029565 48.7148755),21.2029565,48.7148755,,,,Rodinny dom,,,,1
5303,23447,POINT (21.2033309 48.7149601),21.2033309,48.7149601,,,,Rodinny dom,,,,1
5304,23450,POINT (21.2053937 48.7146484),21.2053937,48.7146484,,,,Rodinny dom,,,,1
5305,23451,POINT (21.2053301 48.7144643),21.2053301,48.7144643,,,,Rodinny dom,,,,1
5306,23462,POINT (21.2044271 48.7121163),21.2044271,48.7121163,,,,Rodinny dom,,,,1
5307,23499,POINT (21.2064374 48.7091884),21.2064374,48.7091884,,,,Rodinny dom,,,,1
5308,23464,POINT (21.2043486 48.7118629),21.2043486,48.7118629,,,,Rodinny dom,,,,1
5309,23473,POINT (21.2040631 48.7113941),21.2040631,48.7113941,,,,Rodinny dom,,,,1
5310,23474,POINT (21.2042904 48.7101795),21.2042904,48.7101795,,,,Rodinny dom,,,,1
5311,23477,POINT (21.2043459 48.7100665),21.2043459,48.7100665,,,,Rodinny dom,,,,1
5312,23478,POINT (21.2046102 48.7098582),21.2046102,48.7098582,,,,Rodinny dom,,,,1
5313,23483,POINT (21.207959 48.7104603),21.207959,48.7104603,,,,Rodinny dom,,,,1
5314,23491,POINT (21.2068714 48.7093581),21.2068714,48.7093581,,,,Rodinny dom,,,,1
5315,23492,POINT (21.2065621 48.7094807),21.2065621,48.7094807,,,,Rodinny dom,,,,1
5316,23497,POINT (21.2055393 48.708731),21.2055393,48.708731,,,,Rodinny dom,,,,1
5317,23556,POINT (21.2107417 48.7069046),21.2107417,48.7069046,,,,Rodinny dom,,,,1
5318,23559,POINT (21.2102114 48.7063563),21.2102114,48.7063563,,,,Rodinny dom,,,,1
5319,23561,POINT (21.2104402 48.7062808),21.2104402,48.7062808,,,,Rodinny dom,,,,1
5320,23643,POINT (21.2165366 48.705239),21.2165366,48.705239,,,,Rodinny dom,,,,1
5321,23619,POINT (21.2129782 48.7054731),21.2129782,48.7054731,,,,Rodinny dom,,,,1
5322,23625,POINT (21.2151026 48.7057011),21.2151026,48.7057011,,,,Rodinny dom,,,,1
5323,23627,POINT (21.215201 48.7056163),21.215201,48.7056163,,,,Rodinny dom,,,,1
5324,23631,POINT (21.2141362 48.7050747),21.2141362,48.7050747,,,,Rodinny dom,,,,1
5325,23632,POINT (21.2152407 48.7050854),21.2152407,48.7050854,,,,Rodinny dom,,,,1
5326,23635,POINT (21.2156557 48.7048469),21.2156557,48.7048469,,,,Rodinny dom,,,,1
5327,23637,POINT (21.2160381 48.7049991),21.2160381,48.7049991,,,,Rodinny dom,,,,1
5328,23639,POINT (21.2163102 48.7051273),21.2163102,48.7051273,,,,Rodinny dom,,,,1
5329,23640,POINT (21.2167859 48.7053589),21.2167859,48.7053589,,,,Rodinny dom,,,,1
5330,23644,POINT (21.2170584 48.7054845),21.2170584,48.7054845,,,,Rodinny dom,,,,1
5331,23562,POINT (21.2112181 48.7061331),21.2112181,48.7061331,,,,Rodinny dom,,,,1
5332,23646,POINT (21.2163501 48.7047918),21.2163501,48.7047918,,,,Rodinny dom,,,,1
5333,23648,POINT (21.215985 48.7046986),21.215985,48.7046986,,,,Rodinny dom,,,,1
5334,23651,POINT (21.2166696 48.7049344),21.2166696,48.7049344,,,,Rodinny dom,,,,1
5335,23652,POINT (21.2172094 48.7051968),21.2172094,48.7051968,,,,Rodinny dom,,,,1
5336,23655,POINT (21.2169141 48.7050668),21.2169141,48.7050668,,,,Rodinny dom,,,,1
5337,23656,POINT (21.2164836 48.7046668),21.2164836,48.7046668,,,,Rodinny dom,,,,1
5338,23657,POINT (21.2166229 48.7045519),21.2166229,48.7045519,,,,Rodinny dom,,,,1
5339,23659,POINT (21.2171769 48.7044077),21.2171769,48.7044077,,,,Rodinny dom,,,,1
5340,23662,POINT (21.2179413 48.7045859),21.2179413,48.7045859,,,,Rodinny dom,,,,1
5341,23617,POINT (21.2109097 48.7071852),21.2109097,48.7071852,,,,Rodinny dom,,,,1
5342,23614,POINT (21.2116333 48.7081302),21.2116333,48.7081302,,,,Rodinny dom,,,,1
5343,23611,POINT (21.2105133 48.7074579),21.2105133,48.7074579,,,,Rodinny dom,,,,1
5344,23610,POINT (21.2114106 48.7082071),21.2114106,48.7082071,,,,Rodinny dom,,,,1
5345,23564,POINT (21.2112689 48.7060235),21.2112689,48.7060235,,,,Rodinny dom,,,,1
5346,23567,POINT (21.21172 48.7058947),21.21172,48.7058947,,,,Rodinny dom,,,,1
5347,23569,POINT (21.2126583 48.7056259),21.2126583,48.7056259,,,,Rodinny dom,,,,1
5348,23571,POINT (21.2087245 48.7099732),21.2087245,48.7099732,,,,Rodinny dom,,,,1
5349,23573,POINT (21.2075478 48.7090285),21.2075478,48.7090285,,,,Rodinny dom,,,,1
5350,23575,POINT (21.2088725 48.7098813),21.2088725,48.7098813,,,,Rodinny dom,,,,1
5351,23579,POINT (21.2078431 48.7088131),21.2078431,48.7088131,,,,Rodinny dom,,,,1
5352,23582,POINT (21.2094141 48.7095155),21.2094141,48.7095155,,,,Rodinny dom,,,,1
5353,23584,POINT (21.2096381 48.7094498),21.2096381,48.7094498,,,,Rodinny dom,,,,1
5354,23585,POINT (21.2096897 48.7092241),21.2096897,48.7092241,,,,Rodinny dom,,,,1
5355,23588,POINT (21.20869 48.7083899),21.20869,48.7083899,,,,Rodinny dom,,,,1
5356,23591,POINT (21.2099872 48.709205),21.2099872,48.709205,,,,Rodinny dom,,,,1
5357,23592,POINT (21.208918 48.7082729),21.208918,48.7082729,,,,Rodinny dom,,,,1
5358,23594,POINT (21.2100995 48.7090283),21.2100995,48.7090283,,,,Rodinny dom,,,,1
5359,23597,POINT (21.2091124 48.7082115),21.2091124,48.7082115,,,,Rodinny dom,,,,1
5360,23599,POINT (21.2103095 48.7089846),21.2103095,48.7089846,,,,Rodinny dom,,,,1
5361,23600,POINT (21.2095271 48.7080543),21.2095271,48.7080543,,,,Rodinny dom,,,,1
5362,23603,POINT (21.2097032 48.7079557),21.2097032,48.7079557,,,,Rodinny dom,,,,1
