Column1,id,geometry,x,y,,,,Typ budovy,,,,Pocet-bytov
6310,6833,POINT (21.2529798 48.711213),21.2529798,48.711213,,,,Rodinny dom,,,,1
6311,6832,POINT (21.2510454 48.7112967),21.2510454,48.7112967,,,,Rodinny dom,,,,1
6312,6822,POINT (21.2573492 48.7091867),21.2573492,48.7091867,,,,Bytovy dom,,,,10
6313,6821,POINT (21.257279 48.7093491),21.257279,48.7093491,,,,Bytovy dom,,,,10
6314,3213,POINT (21.2540546 48.7123505),21.2540546,48.7123505,,,,Rodinny dom,,,,1
6315,6819,POINT (21.2519645 48.708989),21.2519645,48.708989,,,,Rodinny dom,,,,1
6316,6811,POINT (21.2581722 48.7034957),21.2581722,48.7034957,,,,Bytovy dom,,,,23
6317,6809,POINT (21.2579573 48.7034135),21.2579573,48.7034135,,,,Bytovy dom,,,,23
6318,3214,POINT (21.2541676 48.7119541),21.2541676,48.7119541,,,,Rodinny dom,,,,1
6319,6808,POINT (21.2577528 48.7033352),21.2577528,48.7033352,,,,Bytovy dom,,,,23
6320,6804,POINT (21.2528343 48.7106308),21.2528343,48.7106308,,,,Rodinny dom,,,,1
6321,6803,POINT (21.2528111 48.7106957),21.2528111,48.7106957,,,,Rodinny dom,,,,1
6322,6800,POINT (21.2527918 48.7107572),21.2527918,48.7107572,,,,Rodinny dom,,,,1
6323,6799,POINT (21.2527599 48.7108264),21.2527599,48.7108264,,,,Rodinny dom,,,,1
6324,6798,POINT (21.2529602 48.7109829),21.2529602,48.7109829,,,,Rodinny dom,,,,1
6325,6794,POINT (21.2534323 48.7108659),21.2534323,48.7108659,,,,Rodinny dom,,,,1
6326,3216,POINT (21.2543107 48.7119824),21.2543107,48.7119824,,,,Rodinny dom,,,,1
6327,6792,POINT (21.2534548 48.710802),21.2534548,48.710802,,,,Rodinny dom,,,,1
6328,3218,POINT (21.2542447 48.7123722),21.2542447,48.7123722,,,,Rodinny dom,,,,1
6329,6784,POINT (21.2564458 48.711151),21.2564458,48.711151,,,,Bytovy dom,,,,2
6330,6783,POINT (21.2529004 48.7043456),21.2529004,48.7043456,,,,Bytovy dom,,,,40
6331,6782,POINT (21.2527448 48.7046501),21.2527448,48.7046501,,,,Bytovy dom,,,,40
6332,6780,POINT (21.2495619 48.7073253),21.2495619,48.7073253,,,,Bytovy dom,,,,19
6333,6779,POINT (21.2494681 48.7074988),21.2494681,48.7074988,,,,Bytovy dom,,,,19
6334,6840,POINT (21.2296184 48.7167756),21.2296184,48.7167756,,,,Bytovy dom,,,,16
6335,6842,POINT (21.2447273 48.7093397),21.2447273,48.7093397,,,,Bytovy dom,,,,17
6336,6843,POINT (21.2446834 48.7094802),21.2446834,48.7094802,,,,Bytovy dom,,,,17
6337,6877,POINT (21.2526046 48.7100861),21.2526046,48.7100861,,,,Rodinny dom,,,,1
6338,6962,POINT (21.2579584 48.7023897),21.2579584,48.7023897,,,,Bytovy dom,,,,32
6339,6958,POINT (21.2614509 48.7105684),21.2614509,48.7105684,,,,Bytovy dom,,,,56
6340,3173,POINT (21.2552447 48.71984),21.2552447,48.71984,,,,Bytovy dom,,,,1
6341,6942,POINT (21.2391275 48.7245719),21.2391275,48.7245719,,,,Bytovy dom,,,,14
6342,6941,POINT (21.2390281 48.7243896),21.2390281,48.7243896,,,,Bytovy dom,,,,14
6343,6936,POINT (21.2562335 48.711385),21.2562335,48.711385,,,,Rodinny dom,,,,1
6344,6922,POINT (21.2557887 48.7103549),21.2557887,48.7103549,,,,Bytovy dom,,,,7
6345,3175,POINT (21.2649012 48.7283724),21.2649012,48.7283724,,,,Bytovy dom,,,,31
6346,6913,POINT (21.2584323 48.704677),21.2584323,48.704677,,,,Rodinny dom,,,,1
6347,6884,POINT (21.2530589 48.7092027),21.2530589,48.7092027,,,,Bytovy dom,,,,1
6348,6878,POINT (21.2526609 48.7103653),21.2526609,48.7103653,,,,Rodinny dom,,,,1
6349,6874,POINT (21.2529434 48.7103703),21.2529434,48.7103703,,,,Rodinny dom,,,,1
6350,3193,POINT (21.2633872 48.728564),21.2633872,48.728564,,,,Bytovy dom,,,,11
6351,6873,POINT (21.2529159 48.7104347),21.2529159,48.7104347,,,,Rodinny dom,,,,1
6352,6870,POINT (21.2528887 48.7105036),21.2528887,48.7105036,,,,Rodinny dom,,,,1
6353,6869,POINT (21.2528644 48.710564),21.2528644,48.710564,,,,Rodinny dom,,,,1
6354,3179,POINT (21.2482598 48.7114712),21.2482598,48.7114712,,,,Rodinny dom,,,,1
6355,3180,POINT (21.2513794 48.7116899),21.2513794,48.7116899,,,,Rodinny dom,,,,1
6356,3181,POINT (21.2504154 48.7116311),21.2504154,48.7116311,,,,Rodinny dom,,,,1
6357,3184,POINT (21.2610751 48.7220729),21.2610751,48.7220729,,,,Bytovy dom,,,,9
6358,6857,POINT (21.2536472 48.6996542),21.2536472,48.6996542,,,,Bytovy dom,,,,19
6359,6856,POINT (21.2557098 48.7013316),21.2557098,48.7013316,,,,Bytovy dom,,,,30
6360,3186,POINT (21.2624502 48.7195188),21.2624502,48.7195188,,,,Bytovy dom,,,,3
6361,6855,POINT (21.2556022 48.7015025),21.2556022,48.7015025,,,,Bytovy dom,,,,30
6362,7096,POINT (21.2338745 48.725189),21.2338745,48.725189,,,,Rodinny dom,,,,1
6363,3112,POINT (21.2509401 48.7099478),21.2509401,48.7099478,,,,Rodinny dom,,,,1
6364,7100,POINT (21.2221989 48.7154698),21.2221989,48.7154698,,,,Rodinny dom,,,,1
6365,3111,POINT (21.2489447 48.7095652),21.2489447,48.7095652,,,,Rodinny dom,,,,1
6366,2931,POINT (21.2570733 48.7208745),21.2570733,48.7208745,,,,Bytovy dom,,,,1
6367,7213,POINT (21.2855795 48.7383507),21.2855795,48.7383507,,,,Bytovy dom,,,,18
6368,7212,POINT (21.2325771 48.7245196),21.2325771,48.7245196,,,,Rodinny dom,,,,1
6369,2947,POINT (21.2608892 48.7300127),21.2608892,48.7300127,,,,Rodinny dom,,,,1
6370,7210,POINT (21.2282796 48.7069543),21.2282796,48.7069543,,,,Rodinny dom,,,,1
6371,2949,POINT (21.2611009 48.7310815),21.2611009,48.7310815,,,,Rodinny dom,,,,1
6372,2950,POINT (21.2613197 48.7311401),21.2613197,48.7311401,,,,Rodinny dom,,,,1
6373,7207,POINT (21.2280298 48.7069512),21.2280298,48.7069512,,,,Rodinny dom,,,,1
6374,7206,POINT (21.2258583 48.7071996),21.2258583,48.7071996,,,,Rodinny dom,,,,1
6375,7205,POINT (21.2259148 48.7070481),21.2259148,48.7070481,,,,Rodinny dom,,,,1
6376,2952,POINT (21.2567136 48.72091),21.2567136,48.72091,,,,Bytovy dom,,,,1
6377,2967,POINT (21.2609589 48.7302802),21.2609589,48.7302802,,,,Rodinny dom,,,,1
6378,7202,POINT (21.2248706 48.7125354),21.2248706,48.7125354,,,,Rodinny dom,,,,1
6379,7201,POINT (21.2248757 48.7124233),21.2248757,48.7124233,,,,Rodinny dom,,,,1
6380,2990,POINT (21.252875 48.7115624),21.252875,48.7115624,,,,Rodinny dom,,,,1
6381,7198,POINT (21.2277582 48.7080652),21.2277582,48.7080652,,,,Rodinny dom,,,,1
6382,2998,POINT (21.2570965 48.7231555),21.2570965,48.7231555,,,,Rodinny dom,,,,1
6383,7196,POINT (21.2221599 48.7181155),21.2221599,48.7181155,,,,Rodinny dom,,,,1
6384,3004,POINT (21.2512436 48.711325),21.2512436,48.711325,,,,Rodinny dom,,,,1
6385,7194,POINT (21.2239769 48.7151511),21.2239769,48.7151511,,,,Rodinny dom,,,,1
6386,3008,POINT (21.2533084 48.7112693),21.2533084,48.7112693,,,,Rodinny dom,,,,1
6387,7192,POINT (21.2237991 48.7138406),21.2237991,48.7138406,,,,Rodinny dom,,,,1
6388,3009,POINT (21.2532897 48.711357),21.2532897,48.711357,,,,Rodinny dom,,,,1
6389,7191,POINT (21.2236932 48.7137864),21.2236932,48.7137864,,,,Rodinny dom,,,,1
6390,3010,POINT (21.2532489 48.7115055),21.2532489,48.7115055,,,,Rodinny dom,,,,1
6391,7214,POINT (21.285495 48.7384872),21.285495,48.7384872,,,,Bytovy dom,,,,18
6392,2920,POINT (21.2487385 48.7100492),21.2487385,48.7100492,,,,Rodinny dom,,,,1
6393,7218,POINT (21.2404115 48.7149744),21.2404115,48.7149744,,,,Rodinny dom,,,,1
6394,2819,POINT (21.2523476 48.7114883),21.2523476,48.7114883,,,,Rodinny dom,,,,1
6395,7255,POINT (21.2230478 48.7050828),21.2230478,48.7050828,,,,Rodinny dom,,,,1
6396,7253,POINT (21.2290302 48.7065839),21.2290302,48.7065839,,,,Rodinny dom,,,,1
6397,7252,POINT (21.2290066 48.7066451),21.2290066,48.7066451,,,,Rodinny dom,,,,1
6398,7249,POINT (21.228983 48.7067063),21.228983,48.7067063,,,,Rodinny dom,,,,1
6399,7247,POINT (21.2244604 48.7127002),21.2244604,48.7127002,,,,Rodinny dom,,,,1
6400,2775,POINT (21.252133 48.7110586),21.252133,48.7110586,,,,Rodinny dom,,,,1
6401,7246,POINT (21.2244566 48.7128082),21.2244566,48.7128082,,,,Rodinny dom,,,,1
6402,2777,POINT (21.2524568 48.7111177),21.2524568,48.7111177,,,,Rodinny dom,,,,1
6403,7243,POINT (21.2244529 48.7129162),21.2244529,48.7129162,,,,Rodinny dom,,,,1
6404,7242,POINT (21.2244753 48.7122683),21.2244753,48.7122683,,,,Rodinny dom,,,,1
6405,7239,POINT (21.2244715 48.7123763),21.2244715,48.7123763,,,,Rodinny dom,,,,1
6406,2821,POINT (21.2526011 48.711141),21.2526011,48.711141,,,,Rodinny dom,,,,1
6407,2919,POINT (21.2485316 48.7099839),21.2485316,48.7099839,,,,Rodinny dom,,,,1
6408,7233,POINT (21.2850026 48.7399716),21.2850026,48.7399716,,,,Bytovy dom,,,,10
6409,2859,POINT (21.2581347 48.7215293),21.2581347,48.7215293,,,,Bytovy dom,,,,1
6410,7230,POINT (21.285037 48.739824),21.285037,48.739824,,,,Bytovy dom,,,,10
6411,7228,POINT (21.2850714 48.7396764),21.2850714,48.7396764,,,,Bytovy dom,,,,15
6412,7227,POINT (21.2851058 48.7395288),21.2851058,48.7395288,,,,Bytovy dom,,,,15
6413,2875,POINT (21.2562779 48.7245916),21.2562779,48.7245916,,,,Rodinny dom,,,,1
6414,2915,POINT (21.245729 48.7218609),21.245729,48.7218609,,,,Rodinny dom,,,,1
6415,7223,POINT (21.2248504 48.7129839),21.2248504,48.7129839,,,,Rodinny dom,,,,1
6416,7222,POINT (21.222029 48.715929),21.222029,48.715929,,,,Rodinny dom,,,,1
6417,7221,POINT (21.2220394 48.715844),21.2220394,48.715844,,,,Rodinny dom,,,,1
6418,2918,POINT (21.2488023 48.7100141),21.2488023,48.7100141,,,,Rodinny dom,,,,1
6419,7181,POINT (21.2223174 48.7176949),21.2223174,48.7176949,,,,Rodinny dom,,,,1
6420,7180,POINT (21.2221798 48.7176675),21.2221798,48.7176675,,,,Rodinny dom,,,,1
6421,3014,POINT (21.2532025 48.7115991),21.2532025,48.7115991,,,,Rodinny dom,,,,1
6422,3094,POINT (21.2504806 48.7092779),21.2504806,48.7092779,,,,Rodinny dom,,,,1
6423,7137,POINT (21.2235229 48.7149785),21.2235229,48.7149785,,,,Rodinny dom,,,,1
6424,7135,POINT (21.2228863 48.7143891),21.2228863,48.7143891,,,,Rodinny dom,,,,1
6425,3082,POINT (21.2510901 48.7095231),21.2510901,48.7095231,,,,Rodinny dom,,,,1
6426,7134,POINT (21.2223951 48.7139117),21.2223951,48.7139117,,,,Rodinny dom,,,,1
6427,3084,POINT (21.2525443 48.7121673),21.2525443,48.7121673,,,,Rodinny dom,,,,1
6428,7129,POINT (21.2225145 48.7157465),21.2225145,48.7157465,,,,Rodinny dom,,,,1
6429,7127,POINT (21.2222983 48.7155225),21.2222983,48.7155225,,,,Rodinny dom,,,,1
6430,3090,POINT (21.2622358 48.7266279),21.2622358,48.7266279,,,,Bytovy dom,,,,6
6431,7125,POINT (21.2230198 48.7149992),21.2230198,48.7149992,,,,Rodinny dom,,,,1
6432,7123,POINT (21.2234845 48.7156964),21.2234845,48.7156964,,,,Rodinny dom,,,,1
6433,7122,POINT (21.2237461 48.7150349),21.2237461,48.7150349,,,,Rodinny dom,,,,1
6434,7120,POINT (21.2225916 48.7141129),21.2225916,48.7141129,,,,Rodinny dom,,,,1
6435,7139,POINT (21.2232533 48.7155008),21.2232533,48.7155008,,,,Rodinny dom,,,,1
6436,7117,POINT (21.2234511 48.7141416),21.2234511,48.7141416,,,,Rodinny dom,,,,1
6437,7114,POINT (21.2865318 48.7349487),21.2865318,48.7349487,,,,Bytovy dom,,,,19
6438,7113,POINT (21.2865574 48.7351107),21.2865574,48.7351107,,,,Bytovy dom,,,,19
6439,7112,POINT (21.2865062 48.7347867),21.2865062,48.7347867,,,,Bytovy dom,,,,30
6440,3105,POINT (21.2541797 48.7260504),21.2541797,48.7260504,,,,Bytovy dom,,,,6
6441,7111,POINT (21.2864806 48.7346248),21.2864806,48.7346248,,,,Bytovy dom,,,,30
6442,3106,POINT (21.2540108 48.7260089),21.2540108,48.7260089,,,,Bytovy dom,,,,6
6443,7109,POINT (21.231123 48.7245539),21.231123,48.7245539,,,,Rodinny dom,,,,1
6444,7106,POINT (21.2314353 48.7245505),21.2314353,48.7245505,,,,Rodinny dom,,,,1
6445,7103,POINT (21.2223627 48.7169252),21.2223627,48.7169252,,,,Rodinny dom,,,,1
6446,7101,POINT (21.2230478 48.7165725),21.2230478,48.7165725,,,,Rodinny dom,,,,1
6447,3080,POINT (21.2611973 48.7232863),21.2611973,48.7232863,,,,Bytovy dom,,,,6
6448,3078,POINT (21.2606581 48.7222966),21.2606581,48.7222966,,,,Bytovy dom,,,,14
6449,3015,POINT (21.2534579 48.7118278),21.2534579,48.7118278,,,,Rodinny dom,,,,1
6450,3033,POINT (21.2536098 48.7123007),21.2536098,48.7123007,,,,Rodinny dom,,,,1
6451,7177,POINT (21.2221207 48.7178209),21.2221207,48.7178209,,,,Rodinny dom,,,,1
6452,3022,POINT (21.2530804 48.7224396),21.2530804,48.7224396,,,,Bytovy dom,,,,6
6453,3023,POINT (21.2548438 48.7269813),21.2548438,48.7269813,,,,Bytovy dom,,,,1
6454,7175,POINT (21.2219205 48.7185462),21.2219205,48.7185462,,,,Rodinny dom,,,,1
6455,3025,POINT (21.2549897 48.7270158),21.2549897,48.7270158,,,,Bytovy dom,,,,1
6456,7173,POINT (21.2225005 48.7144867),21.2225005,48.7144867,,,,Rodinny dom,,,,1
6457,7172,POINT (21.223436 48.713641),21.223436,48.713641,,,,Rodinny dom,,,,1
6458,7170,POINT (21.239864 48.7152167),21.239864,48.7152167,,,,Rodinny dom,,,,1
6459,3030,POINT (21.2536265 48.7118548),21.2536265,48.7118548,,,,Rodinny dom,,,,1
6460,3031,POINT (21.253381 48.7120638),21.253381,48.7120638,,,,Rodinny dom,,,,1
6461,7163,POINT (21.2884576 48.7376961),21.2884576,48.7376961,,,,Bytovy dom,,,,20
6462,3077,POINT (21.2551043 48.7198089),21.2551043,48.7198089,,,,Bytovy dom,,,,3
6463,7160,POINT (21.2902963 48.7379877),21.2902963,48.7379877,,,,Rodinny dom,,,,1
6464,7154,POINT (21.2345013 48.725302),21.2345013,48.725302,,,,Rodinny dom,,,,1
6465,3039,POINT (21.2556349 48.7245621),21.2556349,48.7245621,,,,Rodinny dom,,,,1
6466,7151,POINT (21.2342242 48.7252549),21.2342242,48.7252549,,,,Rodinny dom,,,,1
6467,3053,POINT (21.2559492 48.7251808),21.2559492,48.7251808,,,,Bytovy dom,,,,12
6468,7149,POINT (21.2230791 48.7145722),21.2230791,48.7145722,,,,Rodinny dom,,,,1
6469,3059,POINT (21.2563103 48.7208232),21.2563103,48.7208232,,,,Rodinny dom,,,,1
6470,7147,POINT (21.2880747 48.7354798),21.2880747,48.7354798,,,,Bytovy dom,,,,29
6471,7145,POINT (21.2880821 48.7353186),21.2880821,48.7353186,,,,Bytovy dom,,,,12
6472,7144,POINT (21.2174031 48.7247205),21.2174031,48.7247205,,,,Rodinny dom,,,,1
6473,7142,POINT (21.2229838 48.7174094),21.2229838,48.7174094,,,,Rodinny dom,,,,1
6474,2513,POINT (21.2493683 48.7112342),21.2493683,48.7112342,,,,Rodinny dom,,,,1
6475,2511,POINT (21.2482802 48.7112396),21.2482802,48.7112396,,,,Rodinny dom,,,,1
6476,989,POINT (21.2634779 48.7256799),21.2634779,48.7256799,,,,Rodinny dom,,,,1
6477,8239,POINT (21.2295276 48.7178618),21.2295276,48.7178618,,,,Bytovy dom,,,,18
6478,8321,POINT (21.2244641 48.7125922),21.2244641,48.7125922,,,,Rodinny dom,,,,1
6479,1627,POINT (21.2598368 48.7265129),21.2598368,48.7265129,,,,Rodinny dom,,,,1
6480,8320,POINT (21.2446609 48.7086064),21.2446609,48.7086064,,,,Bytovy dom,,,,14
6481,8319,POINT (21.2447624 48.7087403),21.2447624,48.7087403,,,,Bytovy dom,,,,14
6482,1635,POINT (21.2622181 48.727398),21.2622181,48.727398,,,,Rodinny dom,,,,1
6483,1654,POINT (21.2532734 48.7265202),21.2532734,48.7265202,,,,Bytovy dom,,,,1
6484,8309,POINT (21.228772 48.7069734),21.228772,48.7069734,,,,Rodinny dom,,,,1
6485,1657,POINT (21.2598101 48.7261097),21.2598101,48.7261097,,,,Rodinny dom,,,,1
6486,1659,POINT (21.2626104 48.7274866),21.2626104,48.7274866,,,,Rodinny dom,,,,1
6487,1668,POINT (21.2630633 48.7208463),21.2630633,48.7208463,,,,Rodinny dom,,,,1
6488,8288,POINT (21.2321825 48.7107892),21.2321825,48.7107892,,,,Bytovy dom,,,,24
6489,8287,POINT (21.2321272 48.7109446),21.2321272,48.7109446,,,,Bytovy dom,,,,24
6490,8285,POINT (21.2320744 48.7110889),21.2320744,48.7110889,,,,Bytovy dom,,,,24
6491,8277,POINT (21.2235071 48.7095665),21.2235071,48.7095665,,,,Rodinny dom,,,,1
6492,1682,POINT (21.2462689 48.71769),21.2462689,48.71769,,,,Bytovy dom,,,,4
6493,8274,POINT (21.2234909 48.709884),21.2234909,48.709884,,,,Rodinny dom,,,,1
6494,8273,POINT (21.2208213 48.7142967),21.2208213,48.7142967,,,,Rodinny dom,,,,1
6495,8272,POINT (21.2208689 48.7141369),21.2208689,48.7141369,,,,Rodinny dom,,,,1
6496,1684,POINT (21.2460413 48.7176394),21.2460413,48.7176394,,,,Rodinny dom,,,,1
6497,8254,POINT (21.2722595 48.679693),21.2722595,48.679693,,,,Rodinny dom,,,,1
6498,8245,POINT (21.231038 48.7088654),21.231038,48.7088654,,,,Bytovy dom,,,,19
6499,1708,POINT (21.2504369 48.7177867),21.2504369,48.7177867,,,,Rodinny dom,,,,1
6500,1711,POINT (21.2485099 48.7183171),21.2485099,48.7183171,,,,Bytovy dom,,,,15
6501,1712,POINT (21.2488612 48.7183854),21.2488612,48.7183854,,,,Bytovy dom,,,,15
6502,8243,POINT (21.2295941 48.7169455),21.2295941,48.7169455,,,,Bytovy dom,,,,16
6503,1626,POINT (21.260398 48.7267688),21.260398,48.7267688,,,,Rodinny dom,,,,1
6504,8331,POINT (21.235285 48.715842),21.235285,48.715842,,,,Bytovy dom,,,,27
6505,1620,POINT (21.2631109 48.7288808),21.2631109,48.7288808,,,,Rodinny dom,,,,1
6506,1538,POINT (21.2574537 48.7268466),21.2574537,48.7268466,,,,Rodinny dom,,,,1
6507,8366,POINT (21.2320906 48.7173125),21.2320906,48.7173125,,,,Bytovy dom,,,,13
6508,8365,POINT (21.2327324 48.7174475),21.2327324,48.7174475,,,,Bytovy dom,,,,10
6509,1524,POINT (21.262536 48.7293149),21.262536,48.7293149,,,,Bytovy dom,,,,5
6510,1525,POINT (21.2633622 48.729523),21.2633622,48.729523,,,,Rodinny dom,,,,1
6511,8361,POINT (21.2250578 48.710368),21.2250578,48.710368,,,,Rodinny dom,,,,1
6512,8360,POINT (21.2228916 48.7101982),21.2228916,48.7101982,,,,Rodinny dom,,,,1
6513,8359,POINT (21.2226463 48.715437),21.2226463,48.715437,,,,Rodinny dom,,,,1
6514,1529,POINT (21.2617277 48.7299518),21.2617277,48.7299518,,,,Rodinny dom,,,,1
6515,8356,POINT (21.221637 48.7183842),21.221637,48.7183842,,,,Rodinny dom,,,,1
6516,1533,POINT (21.203472 48.775571),21.203472,48.775571,,,,Rodinny dom,,,,1
6517,1537,POINT (21.2543121 48.7241439),21.2543121,48.7241439,,,,Bytovy dom,,,,2
6518,1547,POINT (21.2757254 48.7568084),21.2757254,48.7568084,,,,Bytovy dom,,,,13
6519,8332,POINT (21.235228 48.7160008),21.235228,48.7160008,,,,Bytovy dom,,,,27
6520,1554,POINT (21.2593218 48.7192215),21.2593218,48.7192215,,,,Bytovy dom,,,,2
6521,8345,POINT (21.2215864 48.7186514),21.2215864,48.7186514,,,,Rodinny dom,,,,1
6522,8343,POINT (21.238169 48.7132871),21.238169,48.7132871,,,,Bytovy dom,,,,30
6523,8342,POINT (21.2419529 48.7110108),21.2419529,48.7110108,,,,Bytovy dom,,,,20
6524,8341,POINT (21.2421835 48.7110468),21.2421835,48.7110468,,,,Bytovy dom,,,,20
6525,1579,POINT (21.2621004 48.7276054),21.2621004,48.7276054,,,,Rodinny dom,,,,1
6526,8340,POINT (21.2417147 48.7109717),21.2417147,48.7109717,,,,Bytovy dom,,,,20
6527,1580,POINT (21.2623153 48.7276607),21.2623153,48.7276607,,,,Rodinny dom,,,,1
6528,8335,POINT (21.2240283 48.7108865),21.2240283,48.7108865,,,,Rodinny dom,,,,1
6529,1610,POINT (21.253743 48.720897),21.253743,48.720897,,,,Rodinny dom,,,,1
6530,1619,POINT (21.262677 48.7277434),21.262677,48.7277434,,,,Rodinny dom,,,,1
6531,8238,POINT (21.2294474 48.7180157),21.2294474,48.7180157,,,,Bytovy dom,,,,18
6532,8369,POINT (21.2320704 48.7170405),21.2320704,48.7170405,,,,Bytovy dom,,,,13
6533,1730,POINT (21.20518 48.773125),21.20518,48.773125,,,,Rodinny dom,,,,1
6534,8196,POINT (21.2899071 48.7393563),21.2899071,48.7393563,,,,Rodinny dom,,,,1
6535,8195,POINT (21.2952179 48.7303452),21.2952179,48.7303452,,,,Rodinny dom,,,,1
6536,1825,POINT (21.2448948 48.7219572),21.2448948,48.7219572,,,,Rodinny dom,,,,1
6537,8192,POINT (21.2957666 48.7277008),21.2957666,48.7277008,,,,Bytovy dom,,,,8
6538,8191,POINT (21.2959928 48.7272456),21.2959928,48.7272456,,,,Bytovy dom,,,,13
6539,1827,POINT (21.2449749 48.7222968),21.2449749,48.7222968,,,,Rodinny dom,,,,1
6540,1828,POINT (21.2452196 48.7223418),21.2452196,48.7223418,,,,Rodinny dom,,,,1
6541,8188,POINT (21.2967073 48.7273522),21.2967073,48.7273522,,,,Bytovy dom,,,,4
6542,8187,POINT (21.2961424 48.7290096),21.2961424,48.7290096,,,,Bytovy dom,,,,12
6543,8186,POINT (21.2962021 48.7287824),21.2962021,48.7287824,,,,Bytovy dom,,,,12
6544,1832,POINT (21.2454776 48.7218174),21.2454776,48.7218174,,,,Rodinny dom,,,,1
6545,8183,POINT (21.2951317 48.7309742),21.2951317,48.7309742,,,,Rodinny dom,,,,1
6546,1835,POINT (21.2461807 48.722185),21.2461807,48.722185,,,,Rodinny dom,,,,1
6547,8181,POINT (21.2223645 48.7049866),21.2223645,48.7049866,,,,Rodinny dom,,,,1
6548,8180,POINT (21.2229206 48.710539),21.2229206,48.710539,,,,Rodinny dom,,,,1
6549,8178,POINT (21.2229236 48.7104661),21.2229236,48.7104661,,,,Rodinny dom,,,,1
6550,1837,POINT (21.2462537 48.7220272),21.2462537,48.7220272,,,,Rodinny dom,,,,1
6551,8172,POINT (21.2217401 48.7136738),21.2217401,48.7136738,,,,Rodinny dom,,,,1
6552,8163,POINT (21.2220481 48.7137719),21.2220481,48.7137719,,,,Rodinny dom,,,,1
6553,8162,POINT (21.2221374 48.7136101),21.2221374,48.7136101,,,,Rodinny dom,,,,1
6554,8161,POINT (21.230362 48.7165976),21.230362,48.7165976,,,,Bytovy dom,,,,16
6555,8160,POINT (21.233257 48.7178216),21.233257,48.7178216,,,,Bytovy dom,,,,28
6556,8159,POINT (21.2330203 48.7178314),21.2330203,48.7178314,,,,Bytovy dom,,,,28
6557,8156,POINT (21.2327795 48.7178404),21.2327795,48.7178404,,,,Bytovy dom,,,,28
6558,8155,POINT (21.2325432 48.7178464),21.2325432,48.7178464,,,,Bytovy dom,,,,28
6559,1821,POINT (21.2450896 48.7211079),21.2450896,48.7211079,,,,Rodinny dom,,,,1
6560,1820,POINT (21.2448798 48.7214523),21.2448798,48.7214523,,,,Rodinny dom,,,,1
6561,8198,POINT (21.2896932 48.7395654),21.2896932,48.7395654,,,,Rodinny dom,,,,1
6562,1767,POINT (21.212825 48.770674),21.212825,48.770674,,,,Rodinny dom,,,,1
6563,1754,POINT (21.2467204 48.7188186),21.2467204,48.7188186,,,,Bytovy dom,,,,9
6564,8228,POINT (21.2206196 48.7154264),21.2206196,48.7154264,,,,Rodinny dom,,,,1
6565,1755,POINT (21.2470827 48.7192339),21.2470827,48.7192339,,,,Bytovy dom,,,,9
6566,1756,POINT (21.2466765 48.7189038),21.2466765,48.7189038,,,,Bytovy dom,,,,9
6567,1758,POINT (21.246808 48.7186482),21.246808,48.7186482,,,,Bytovy dom,,,,9
6568,1759,POINT (21.2467836 48.7191627),21.2467836,48.7191627,,,,Bytovy dom,,,,9
6569,1760,POINT (21.246745 48.7190764),21.246745,48.7190764,,,,Bytovy dom,,,,9
6570,1761,POINT (21.2468723 48.7191825),21.2468723,48.7191825,,,,Bytovy dom,,,,9
6571,1762,POINT (21.2467065 48.71899),21.2467065,48.71899,,,,Bytovy dom,,,,9
6572,8227,POINT (21.2204072 48.7164664),21.2204072,48.7164664,,,,Rodinny dom,,,,1
6573,1766,POINT (21.212596 48.770803),21.212596,48.770803,,,,Rodinny dom,,,,1
6574,8225,POINT (21.2205931 48.7157335),21.2205931,48.7157335,,,,Rodinny dom,,,,1
6575,8200,POINT (21.2899274 48.7392493),21.2899274,48.7392493,,,,Rodinny dom,,,,1
6576,8221,POINT (21.231249 48.722755),21.231249,48.722755,,,,Bytovy dom,,,,13
6577,1785,POINT (21.2433062 48.7220326),21.2433062,48.7220326,,,,Bytovy dom,,,,3
6578,1790,POINT (21.2434251 48.7217286),21.2434251,48.7217286,,,,Bytovy dom,,,,1
6579,8217,POINT (21.2750956 48.6784913),21.2750956,48.6784913,,,,Rodinny dom,,,,1
6580,8215,POINT (21.2206159 48.7155825),21.2206159,48.7155825,,,,Rodinny dom,,,,1
6581,1801,POINT (21.2440904 48.7215031),21.2440904,48.7215031,,,,Bytovy dom,,,,1
6582,1807,POINT (21.2438511 48.7221112),21.2438511,48.7221112,,,,Bytovy dom,,,,1
6583,1811,POINT (21.2437904 48.7222652),21.2437904,48.7222652,,,,Bytovy dom,,,,2
6584,1812,POINT (21.2441084 48.7226379),21.2441084,48.7226379,,,,Rodinny dom,,,,1
6585,8206,POINT (21.2217293 48.7134896),21.2217293,48.7134896,,,,Rodinny dom,,,,1
6586,8205,POINT (21.2308783 48.7097564),21.2308783,48.7097564,,,,Bytovy dom,,,,20
6587,1522,POINT (21.2615176 48.7290638),21.2615176,48.7290638,,,,Rodinny dom,,,,1
6588,8373,POINT (21.2234675 48.7104102),21.2234675,48.7104102,,,,Rodinny dom,,,,1
6589,7655,POINT (21.2229435 48.7108282),21.2229435,48.7108282,,,,Rodinny dom,,,,1
6590,1234,POINT (21.2018345 48.7777885),21.2018345,48.7777885,,,,Rodinny dom,,,,1
